802025753;PEPETTE;2012-09-01;2020-01-02;;1;1;3;0
500069127;DINGO DIT DISCO;2008-04-01;2020-01-06;;0;1;1;0
743141270;HAWAI;2013-11-01;2019-11-26;;0;1;1;0
743185967;SAMY;2012-01-01;2020-01-02;;0;1;1;0
604021670;BILLY;2008-05-01;2020-01-10;;0;0;1;0
743185979;OLGA;2009-12-01;2019-12-14;;1;1;1;0
604150223;FILOU;2010-05-01;2020-01-25;;0;1;3;0
743565979;NINA;2017-07-01;2020-01-31;;1;1;3;0
712678707;L6BX26;2018-04-01;2019-10-17;;1;1;3;0
712339421;E1BK22;2015-08-01;2019-10-17;;1;1;3;0
712678597;OLLIE;2018-04-01;2020-01-21;;1;1;3;0
743185862;MARCO;2011-03-01;2020-01-06;;0;1;3;0
600192550;OPS;2018-08-01;2020-01-17;;0;1;3;0
743185385;AYA;2015-06-01;2020-01-07;;1;1;3;0
731679311;NELSON;2016-02-01;2020-01-09;;0;1;3;0
743185886;NIKOS;2009-12-01;2019-12-20;;0;1;1;0
743140960;PLATO;2017-12-01;2019-12-26;;0;1;3;0
731559353;ROXY;2015-04-01;2019-09-10;;0;1;1;1
743185870;PAPRIKA;2018-01-01;2019-12-09;;1;1;3;0
743185584;PEPITA;2018-08-01;2019-12-10;;1;1;3;0
743185925;PIRATE;2016-01-01;2019-12-10;;0;1;3;0
743186333;POMME;2016-01-01;2019-12-11;;1;1;3;0
743140974;BELLA;2009-04-01;2019-11-23;;1;1;1;0
700256398;CHIPS DIT DORI;2007-02-01;2020-01-07;;0;1;3;0
201766694;POKI;2017-12-01;2019-12-28;;0;1;3;0
500751919;DJANGO;2015-02-01;2020-01-03;;0;1;3;0
810539115;JANGO;2014-04-01;2020-01-07;;0;1;3;0
743185874;EPICE;2019-01-01;2020-01-22;;1;0;3;0
743186067;GALAK;2018-01-01;2020-01-27;;0;0;3;0
743186127;GIANI;2018-01-01;2020-01-15;;0;1;3;0
100106783;BALOO;2019-06-01;2020-01-24;;0;0;3;0
100107161;CORA;2018-10-01;2020-01-24;;1;0;3;0
100068026;FURAX;2019-01-01;2020-01-03;;1;1;3;0
743185952;ESPOIR;2016-01-01;2020-01-09;;0;1;3;0
743185918;DJUNE;2019-01-01;2020-01-09;;1;1;3;0
606191738;LUDIVINE;2015-03-01;2020-01-04;;1;1;3;0
606100377;BONNIE;2012-12-01;2020-01-04;;1;1;3;0
608177696;PABLO;2018-11-01;2020-01-11;;0;1;3;0
743185920;ETNA;2018-07-01;2020-01-15;;1;1;3;0
501507555;MEITAY;2018-07-01;2020-01-25;;1;0;3;0
811542404;HARPER;2012-07-01;2020-01-27;;0;0;3;0
732642022;PASSO;2019-06-01;2020-02-02;;0;1;3;0
16602813;FALCO;2014-02-01;2019-12-14;;0;1;3;0
600230009;PINA;2019-01-01;2020-01-13;;1;1;3;0
501408688;ZANGO;2017-08-01;2019-12-04;;0;1;3;0
732539708;LAIKA;2015-11-01;2020-01-08;;1;1;3;0
743185953;ASTON;2016-01-01;2020-01-16;;0;1;3;0
743186265;SNOOP;2016-01-01;2020-01-16;;0;1;3;0
743057463;HATCHI;2018-09-01;2019-12-22;;0;1;3;0
604321869;FIDJI;2011-01-01;2020-01-13;;1;1;3;0
743185950;APOLO;2019-01-01;2020-01-11;;0;1;3;0
743185900;ALIKA;2019-02-01;2020-01-13;;1;1;3;0
743186061;DYLAN;2016-01-01;2020-01-29;;0;0;3;0
743186097;FLAMM;;2020-01-29;;0;0;3;0
732563697;MYLO;2018-12-01;2019-12-19;;0;1;3;0
14752163;NERVAL;2014-02-01;2019-11-10;;0;1;1;0
743019910;MADIBA;2014-08-01;2019-07-15;;1;1;1;0
732642085;PACHA KENDJI;2018-06-01;2019-11-25;;0;1;1;0
608258509;BOUBA;2018-11-01;2019-08-07;;0;1;3;0
100068035;TYSON;2012-01-01;2020-01-03;;0;1;3;0
743186111;ROCKY;2008-12-01;2019-12-29;;0;1;2;0
606205619;CAMENBERT;2015-03-01;2019-10-10;;0;1;2;0
731508984;ATHOS;2014-07-01;2020-01-02;;0;1;3;0
606201420;TURTLE;2015-03-01;2019-08-16;;0;1;2;0
743105688;PIERROT;2014-10-01;2019-10-24;;0;1;1;0
732340306;NOX;2017-10-01;2020-01-30;;0;1;3;0
600041407;MAX;2016-01-01;2020-01-04;;0;1;3;0
501387833;CHANCE;2017-09-01;2020-01-15;;1;1;3;0
606090147;TAO;2014-01-01;2020-01-11;;0;1;3;0
732192145;BOSCO;2017-11-01;2020-01-09;;0;1;3;0
500262918;JACK;2009-04-01;2019-12-09;;0;1;1;0
812084551;MURPHY;2016-10-01;2019-10-24;;0;1;2;0
731020202;GEISHA;2011-03-01;2019-12-12;;1;1;3;1
606558989;TYE;2014-11-01;2019-06-20;;0;1;2;2
732579116;ARROW;2018-07-01;2019-07-22;;0;1;3;1
732578930;DOOGGY;2017-04-01;2019-04-30;;0;1;1;2
811375114;INAYA;2017-12-01;2019-12-28;;1;1;3;0
732448639;SLAM;2016-12-01;2018-11-26;;0;1;2;1
732448688;ENOX;2016-12-01;2018-11-26;;0;1;2;1
743141209;ULINE;2018-12-01;2019-12-04;;1;1;3;2
802037260;TINO;2009-12-01;2019-06-03;;0;1;3;1
731452679;MOKA DIT MEIKO;2016-04-01;2019-10-26;;0;1;1;1
501217962;TYSON;2016-09-01;2019-02-13;;0;1;1;1
811381926;NACHOS DE L'IMPREINTE DE GOLIA;2017-05-01;2019-01-24;;0;1;1;1
606380724;JOE DIT SULTAN;2014-12-01;2019-10-13;;0;1;1;1
711025363;ROCKY;2013-08-01;2017-06-10;;0;1;1;1
732645334;BOSS;2014-07-01;2020-01-09;;0;1;3;0
500048691;PICSOU;2007-11-01;2020-01-31;;0;1;1;1
732645184;OWEN;2018-06-01;2019-06-11;;0;1;2;2
743104287;MUJDAT;2018-11-01;2019-11-20;;0;1;3;0
731559255;MACHA;2014-02-01;2017-05-20;;1;1;1;0
743019646;PRINCE;2015-09-01;2019-08-28;;0;1;2;0
732137576;JAGGER;2017-01-01;2019-02-05;;0;1;1;2
501631093;KIARA;2018-11-01;2019-12-26;;1;1;3;0
732033195;PETIT;2014-09-01;2019-04-05;;0;1;1;3
602218702;CHARLY;2007-07-01;2019-07-15;;0;1;1;0
501080512;GOLF;2015-01-01;2019-10-03;;1;1;2;2
743105653;NAYA;2016-12-01;2019-10-09;;1;1;3;0
743057283;DARK;2018-09-01;2019-11-08;;0;1;2;0
732192345;LILI;2017-05-01;2018-12-26;;1;1;1;3
732192089;PANACHE;2014-07-01;2018-03-13;;0;1;1;3
743105720;SPIKE;2016-11-01;2019-06-01;;0;1;3;0
712252412;CHAMALLOW;2014-11-01;2019-10-12;;0;1;2;3
743141300;KALY;2012-11-01;2019-07-12;;1;1;2;0
500561547;HERCULE;2012-08-01;2018-03-29;;0;1;1;3
600112272;PILOU;2017-05-01;2019-06-03;;0;1;3;2
743141181;ANETH DIT ETOILE;2018-11-01;2020-01-31;;1;1;3;0
810673865;LYLO;2015-01-01;2019-02-01;;0;1;1;0
732137799;LENNY;2015-02-01;2018-10-06;;0;1;1;0
731701634;KIPPER;2015-12-01;2019-01-30;;0;1;1;0
732234302;COLT;2017-10-01;2019-12-26;;0;1;3;0
400009792;CARAMEL;2008-10-01;2018-03-22;;0;1;1;0
500770405;CHAINA;2013-08-01;2019-09-30;;1;1;3;0
602842530;STRYKE;2009-06-01;2019-12-07;;0;1;1;0
732301158;ETOILE;2017-07-01;2019-06-09;;1;1;1;0
602824117;E PITT VON DER GLUCKEN;2009-12-01;2020-01-11;;0;1;1;0
606594777;LUNA;2012-10-01;2019-12-18;;1;1;3;0
743186025;ELTON;2014-01-01;2019-12-28;;0;1;3;0
604884959;ISIS;2013-02-01;2019-07-23;;1;1;1;1
608298259;TYSON;2018-09-01;2019-12-29;;0;1;2;0
